LabelName,ImageID,Confidence,OriginalURL,DisplayName
/m/07030,07b185567034bbb1,1,https://farm2.staticflickr.com/3778/11680681144_8a85e2cb49_o.jpg,Sushi
/m/07030,e12b26befd92e2a9,1,https://c2.staticflickr.com/8/7525/16106981981_5a0ab10fd4_o.jpg,Sushi
/m/07030,41d62e93c8333940,1,https://farm1.staticflickr.com/5070/5644991286_af30efcbd9_o.jpg,Sushi
/m/07030,1e9f698a78a97100,1,https://farm1.staticflickr.com/2031/2439673474_e991aca2d3_o.jpg,Sushi
/m/07030,65776b7c8603ce56,1,https://farm7.staticflickr.com/5174/5596202858_1aa5c16ee9_o.jpg,Sushi
/m/07030,24571f400a6277b8,1,https://c1.staticflickr.com/3/2595/3951286521_3f32cd30ab_o.jpg,Sushi
/m/07030,881c906e26ec47bd,1,https://c6.staticflickr.com/8/7308/16292070217_acf77c41e3_o.jpg,Sushi
/m/07030,bc15b56a519d9eba,1,https://c3.staticflickr.com/2/1403/655402748_5e25e53ba8_o.jpg,Sushi
/m/07030,0bbe9d3461da8005,1,https://farm6.staticflickr.com/8608/16205382902_fb42692876_o.jpg,Sushi
/m/07030,6973329af45abd17,1,https://farm8.staticflickr.com/8434/7830740592_f6d86ba192_o.jpg,Sushi
/m/07030,7d7e2bbd64b31a36,1,https://farm7.staticflickr.com/3132/3147501854_839c8e5c7d_o.jpg,Sushi
/m/07030,3274aab7ff102683,1,https://farm4.staticflickr.com/3932/15360031479_2ea6152bbb_o.jpg,Sushi
/m/07030,2a711993ced55009,1,https://c2.staticflickr.com/1/137/334330355_15cede6219_o.jpg,Sushi
/m/07030,292d254b27992f39,1,https://c2.staticflickr.com/6/5456/9009681840_d763a0a7db_o.jpg,Sushi
/m/07030,58d70c954b297c6a,1,https://farm4.staticflickr.com/7404/8929944658_2653ca4be0_o.jpg,Sushi
/m/07030,07382aad542bc263,1,https://farm4.staticflickr.com/76/390941710_8e658151ab_o.jpg,Sushi
/m/07030,0be303aafbfe95cb,1,https://c4.staticflickr.com/6/5263/5622576361_f85a9975ac_o.jpg,Sushi
/m/07030,021a6b70ecd95934,1,https://farm5.staticflickr.com/22/28920062_b95d2d605a_o.jpg,Sushi
/m/07030,0f259cd129018e90,1,https://farm1.staticflickr.com/8572/15945575187_17c0a01a22_o.jpg,Sushi
/m/07030,64275fd17d9c11d9,1,https://c2.staticflickr.com/3/2056/2150626616_2cfe4a423d_o.jpg,Sushi
