LabelName,ImageID,Confidence,OriginalURL,DisplayName
/m/0fp7c,58359817daa6a0ff,1,https://c8.staticflickr.com/7/6119/6406452785_710d4a404e_o.jpg,Hawk
/m/0fp7c,920f445b8580ae55,1,https://farm6.staticflickr.com/44/162525080_c5b31676f0_o.jpg,Hawk
/m/0fp7c,0991a6b74935b991,1,https://farm2.staticflickr.com/7410/8994260910_3f184016c0_o.jpg,Hawk
/m/0fp7c,0bb6ced3dbfd0028,1,https://c1.staticflickr.com/9/8293/7625588028_85c718fde3_o.jpg,Hawk
/m/0fp7c,03225433b89f66f0,1,https://farm1.staticflickr.com/8354/8345997333_7376bf043e_o.jpg,Hawk
/m/0fp7c,055323b81ac99c57,1,https://farm8.staticflickr.com/4067/4275906471_0f02561237_o.jpg,Hawk
/m/0fp7c,0b8cbed949c1348c,1,https://c5.staticflickr.com/7/6211/6299251927_032762f446_o.jpg,Hawk
/m/0fp7c,162987bf2dedd64c,1,https://c5.staticflickr.com/6/5529/9822190545_9f171a476c_o.jpg,Hawk
/m/0fp7c,19b6f08a80e6cf6f,1,https://c8.staticflickr.com/3/2143/2486820398_8cd643f0f2_o.jpg,Hawk
/m/0fp7c,01fe78acc4b6cff2,1,https://farm3.staticflickr.com/8432/7811850262_4c0a670124_o.jpg,Hawk
/m/0fp7c,03d1abe089763813,1,https://farm4.staticflickr.com/5524/11614684325_1788fcd159_o.jpg,Hawk
/m/0fp7c,18bdd57f2c3649e9,1,https://c2.staticflickr.com/1/57/156768050_71668cd26b_o.jpg,Hawk
/m/0fp7c,0ed6cf921a06ffc3,1,https://farm4.staticflickr.com/7543/15837042400_210de31bdb_o.jpg,Hawk
/m/0fp7c,3a17d7c310845da4,1,https://farm5.staticflickr.com/7329/15847340443_7fd343f22e_o.jpg,Hawk
/m/0fp7c,1e5f5e1c51e433a7,1,https://farm8.staticflickr.com/2844/12019952706_01921a24a1_o.jpg,Hawk
/m/0fp7c,33d07430c9e1c1c0,1,https://farm1.staticflickr.com/2414/1676415495_80b38ec6ba_o.jpg,Hawk
/m/0fp7c,25438ec6557bbeef,1,https://c8.staticflickr.com/9/8576/16505512336_22c1400200_o.jpg,Hawk
/m/0fp7c,0454fcd2f6aa87b6,1,https://farm7.staticflickr.com/3141/2675478886_a9bf3f97b9_o.jpg,Hawk
/m/0fp7c,172b142392991d65,1,https://farm6.staticflickr.com/3085/3171199512_f938a191fe_o.jpg,Hawk
/m/0fp7c,0fb32f8309f9e657,1,https://farm8.staticflickr.com/1269/4679488219_3a3c9a63cb_o.jpg,Hawk
